Date/heure,Temperature,Tension
2021/12/09 12:00:00,275.0,0.0
2021/12/09 12:10:00,275.09983341664685,0.009999833334166664
2021/12/09 12:20:00,275.19866933079504,0.01999866669333308
2021/12/09 12:30:00,275.29552020666137,0.02999550020249566
2021/12/09 12:40:00,275.38941834230866,0.03998933418663416
2021/12/09 12:50:00,275.4794255386042,0.04997916927067833
2021/12/09 13:00:00,275.56464247339505,0.059964006479444595
2021/12/09 13:10:00,275.6442176872377,0.06994284733753277
2021/12/09 13:20:00,275.7173560908995,0.0799146939691727
2021/12/09 13:30:00,275.7833269096275,0.08987854919801104
2021/12/09 13:40:00,275.84147098480787,0.09983341664682815
2021/12/09 13:50:00,275.89120736006146,0.10977830083717481
2021/12/09 14:00:00,275.93203908596723,0.11971220728891936
2021/12/09 14:10:00,275.9635581854172,0.12963414261969486
2021/12/09 14:20:00,275.9854497299885,0.1395431146442365
2021/12/09 14:30:00,275.99749498660407,0.14943813247359922
2021/12/09 14:40:00,275.9995736030415,0.15931820661424598
2021/12/09 14:50:00,275.99166481045245,0.16918234906699603
2021/12/09 15:00:00,275.9738476308782,0.17902957342582418
2021/12/09 15:10:00,275.9463000876874,0.18885889497650057
2021/12/09 15:20:00,275.9092974268257,0.19866933079506122
2021/12/09 15:30:00,275.86320936664885,0.20845989984609956
2021/12/09 15:40:00,275.8084964038196,0.21822962308086932
2021/12/09 15:50:00,275.74570521217674,0.2279775235351884
2021/12/09 16:00:00,275.67546318055116,0.23770262642713458
2021/12/09 16:10:00,275.59847214410394,0.24740395925452294
2021/12/09 16:20:00,275.5155013718215,0.2570805518921551
2021/12/09 16:30:00,275.42737988023384,0.26673143668883115
2021/12/09 16:40:00,275.3349881501559,0.27635564856411376
2021/12/09 16:50:00,275.239249329214,0.28595222510483553
2021/12/09 17:00:00,275.1411200080599,0.29552020666133955
2021/12/09 17:10:00,275.0415806624333,0.3050586364434435
2021/12/09 17:20:00,274.94162585657244,0.31456656061611776
2021/12/09 17:30:00,274.8422543058567,0.32404302839486837
2021/12/09 17:40:00,274.7444588979732,0.3334870921408144
2021/12/09 17:50:00,274.64921677231035,0.34289780745545134
2021/12/09 18:00:00,274.5574795567052,0.35227423327508994
2021/12/09 18:10:00,274.4701638590915,0.361615431964962
2021/12/09 18:20:00,274.3881421090573,0.3709204694129827
2021/12/09 18:30:00,274.312233840816,0.3801884151231614
2021/12/09 18:40:00,274.2431975046921,0.3894183423086505
2021/12/09 18:50:00,274.1817228889356,0.3986093279844229
2021/12/09 19:00:00,274.12842422758644,0.40776045305957015
2021/12/09 19:10:00,274.08383406325055,0.41687080242921076
2021/12/09 19:20:00,274.0483979261105,0.4259394650659996
2021/12/09 19:30:00,274.0224698823349,0.43496553411123023
2021/12/09 19:40:00,274.00630899636656,0.4439481069655198
2021/12/09 19:50:00,274.0000767424359,0.4528862853790683
2021/12/09 20:00:00,274.00383539116416,0.4617791755414829
2021/12/09 20:10:00,274.01754738737566,0.470625888171158
2021/12/09 20:20:00,274.04107572533684,0.479425538604203
2021/12/09 20:30:00,274.0741853176723,0.48817724688290753
2021/12/09 20:40:00,274.11654534427987,0.49688013784373675
2021/12/09 20:50:00,274.1677325577761,0.5055333412048469
2021/12/09 21:00:00,274.227235512444,0.5141359916531132
2021/12/09 21:10:00,274.2944596744296,0.5226872289306592
2021/12/09 21:20:00,274.36873336212767,0.5311861979208834
2021/12/09 21:30:00,274.44931445740235,0.5396320487339692
2021/12/09 21:40:00,274.53539782058624,0.5480239367918736
2021/12/09 21:50:00,274.6261233351698,0.5563610229127838
2021/12/09 22:00:00,274.72058450180106,0.5646424733950354
2021/12/09 22:10:00,274.81783749572793,0.5728674601004813
2021/12/09 22:20:00,274.9169105971825,0.5810351605373051
2021/12/09 22:30:00,275.01681390048435,0.5891447579422695
2021/12/09 22:40:00,275.1165492048505,0.5971954413623921
2021/12/09 22:50:00,275.2151199880878,0.6051864057360395
